Empresa;Estado;Produto;Tipo do Produto;Certificação;Tipo Símbolo
FLORAO ALIMENTOS LTDA.;PR;VILAS BOAS;TM;Pureza, Qualidade;Tradicional
FRANCOFFEE LTDA.;MG;ALLCAFE;TM;Pureza, Qualidade;Tradicional
FRANCOFFEE LTDA.;MG;VICOSO;TM;Pureza, Qualidade;Tradicional
FRUTO MINEIRO CAFES ESPECIAIS LTDA;MG;FRUTO MINEIRO CAFE GOURMET;TM;Pureza, Qualidade;Gourmet
G D COMERCIO E INDUSTRIA DE CAFE LTDA;RR;MONTE RORAIMA;TM;Pureza, Qualidade;Tradicional
GOLD CAFES LTDA;AL;AFA;TM;Pureza, Qualidade;Tradicional
GRUPO 35 IND. E COM. E DIST. DE ALIMENTOS LTDA;RS;35 BLEND CLASSICO;TM;Pureza, Qualidade;Tradicional
GRUPO 35 IND. E COM. E DIST. DE ALIMENTOS LTDA;RS;35 GOURMET;TM;Pureza, Qualidade;Gourmet
GRUPO 35 IND. E COM. E DIST. DE ALIMENTOS LTDA;RS;35 GOURMET GRAO;GR;Pureza, Qualidade;Gourmet
GRUPO 35 IND. E COM. E DIST. DE ALIMENTOS LTDA;RS;35 SUPERIOR;GR;Pureza, Qualidade;Superior
GRUPO 35 IND. E COM. E DIST. DE ALIMENTOS LTDA;RS;35 SUPERIOR;TM;Pureza, Qualidade;Superior
GRUPO 35 IND. E COM. E DIST. DE ALIMENTOS LTDA;RS;INDIO;TM;Pureza, Qualidade;Extraforte
GUILHERME BERNARDES E FILHOS IND. COM. EXP DE CAFE. LTDA;MG;COFFEE FARM EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
GUILHERME BERNARDES E FILHOS IND. COM. EXP DE CAFE. LTDA;MG;COFFEE FARM TORRADO EM GRAOS PARA EXPRESSO;GR;Pureza, Qualidade;Tradicional
GUILHERME BERNARDES E FILHOS IND. COM. EXP DE CAFE. LTDA;MG;SANTA LUCIA - CAFE DE ORIGEM PARA ESPRESSO;TM;Pureza, Qualidade;Gourmet
GUILHERME BERNARDES E FILHOS IND. COM. EXP DE CAFE. LTDA;MG;SANTA LUCIA - CAFE DE ORIGEM PARA ESPRESSO;GR;Pureza, Qualidade;Gourmet
GUILHERME BERNARDES E FILHOS IND. COM. EXP DE CAFE. LTDA;MG;SANTA LUCIA ESPECIAL PARA EXPRESSO;GR;Pureza, Qualidade;Gourmet
ICAL - IND. E COM. DE ALIMENTOS LTDA.;AC;COROA REAL;TM;Pureza, Qualidade;Tradicional
ICAL - IND. E COM. DE ALIMENTOS LTDA.;AC;ZAIRE;TM;Pureza, Qualidade;Tradicional
ICALG - IND. E COM. DE ALIMENTOS GIAMMARINO LTDA.;BA;JOVEM;TM;Pureza, Qualidade;Tradicional
ICALG - IND. E COM. DE ALIMENTOS GIAMMARINO LTDA.;BA;SAUDE;TM;Pureza, Qualidade;Extraforte
ICATRIL IND. DE CAFE DO TRIANGULO LTDA.;MG;CAJUBA CLASS;TM;Pureza, Qualidade;Gourmet
ICATRIL IND. DE CAFE DO TRIANGULO LTDA.;MG;CAJUBA DESCAFEINADO;TM;Pureza, Qualidade;Tradicional
ICATRIL IND. DE CAFE DO TRIANGULO LTDA.;MG;CAJUBA ESSENCIAL;GR;Pureza, Qualidade;Gourmet
ICATRIL IND. DE CAFE DO TRIANGULO LTDA.;MG;CAJUBA ESSENCIAL;TM;Pureza, Qualidade;Gourmet
ICATRIL IND. DE CAFE DO TRIANGULO LTDA.;MG;CAJUBA EXPORTACAO;TM;Pureza, Qualidade;Tradicional
ICATRIL IND. DE CAFE DO TRIANGULO LTDA.;MG;CAJUBA GOURMET;TM;Pureza, Qualidade;Gourmet
ICATRIL IND. DE CAFE DO TRIANGULO LTDA.;MG;CAJUBA PARA MOINHO - TORRADO E MOIDO NA HORA;TM;Pureza, Qualidade;Tradicional
ICATRIL IND. DE CAFE DO TRIANGULO LTDA.;MG;CAJUBA TORRADO ESPRESSO;GR;Pureza, Qualidade, Sustentabilidade;Gourmet
ICATRIL IND. DE CAFE DO TRIANGULO LTDA.;MG;CAJUBA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
ICATRIL IND. DE CAFE DO TRIANGULO LTDA.;MG;CONTENTE;TM;Pureza, Qualidade;Tradicional
ICATRIL IND. DE CAFE DO TRIANGULO LTDA.;MG;DO DAO;TM;Pureza, Qualidade;Tradicional
ICATRIL IND. DE CAFE DO TRIANGULO LTDA.;MG;IDEAL DE TRIANGULO;TM;Pureza, Qualidade;Tradicional
ICATRIL IND. DE CAFE DO TRIANGULO LTDA.;MG;IDEAL DE TRIANGULO ESPRESSO;GR;Pureza, Qualidade;Tradicional
ICATRIL IND. DE CAFE DO TRIANGULO LTDA.;MG;SKINAO;TM;Pureza, Qualidade;Extraforte
ICATRIL IND. DE CAFE DO TRIANGULO LTDA.;MG;TRIANGULO;TM;Pureza, Qualidade;Tradicional
ICATRIL IND. DE CAFE DO TRIANGULO LTDA.;MG;ZEN;TM;Pureza, Qualidade;Tradicional
IMPERIAL CAFE COM. EXP.  E IMP. LTDA;ES;ROSA NEGRA GOURMET;TM;Pureza, Qualidade;Gourmet
IMPERIAL CAFE COM. EXP.  E IMP. LTDA;ES;SABOR DO SERTAO EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
IMPERIAL CAFE COM. EXP.  E IMP. LTDA;ES;SABOR DO SERTAO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
IND. COM E EXP DE CAFE MORAES LTDA;SP;MORAES ESPRESSO;GR;Pureza, Qualidade;Gourmet
IND. COM E EXP DE CAFE MORAES LTDA;SP;MORAES EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
IND. COM E EXP DE CAFE MORAES LTDA;SP;MORAES GOLD;TM;Pureza, Qualidade;Superior
IND. COM E EXP DE CAFE MORAES LTDA;SP;MORAES TRADICIONAL;TM;Pureza, Qualidade;Tradicional
IND. COM. SANTA TEREZINHA LTDA.;MG;SANTA CECILIA;TM;Pureza, Qualidade;Tradicional
IND. COM. SANTA TEREZINHA LTDA.;MG;SANTA CECILIA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
IND. DE ALIMS. SANTA MARIA LTDA;ES;GRAO DA ROCA EXTRAFORTE;TM;Pureza, Qualidade;Tradicional
IND. DE ALIMS. SANTA MARIA LTDA;ES;GRAO DA ROCA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
IND. DE ALIMS. SANTA MARIA LTDA;ES;GRAO FORTE SUPERIOR;TM;Pureza, Qualidade;Superior
IND. DE CAFE FRANCISCANO LTDA;GO;FRANCISCANO;TM;Pureza, Qualidade;Tradicional
IND. DE CAFE FRANCISCANO LTDA;GO;XINGUARA;TM;Pureza, Qualidade;Extraforte
IND. DE CAFE OJUARA LTDA.;CE;OJUARA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
IND. DE CAFE OJUARA LTDA.;CE;SPERTTO;TM;Pureza, Qualidade;Tradicional
IND. DE CAFE PARACATU LTDA.;MG;CARICIA;TM;Pureza, Qualidade;Tradicional
IND. DE CAFE PARACATU LTDA.;MG;CATU;TM;Pureza, Qualidade;Tradicional
IND. DE CAFE PARACATU LTDA.;MG;CATU GOURMET;TM;Pureza, Qualidade;Gourmet
IND. DE CAFE PARACATU LTDA.;MG;PARACATU;TM;Pureza, Qualidade;Tradicional
IND. DE CAFE TRES IRMAOS LTDA.;BA;TENISI;TM;Pureza, Qualidade;Tradicional
IND. DE CAFE TRES IRMAOS LTDA.;BA;TENISI;GR;Pureza, Qualidade;Tradicional
IND. DE PRODS. ALIM. SOLDERA LTDA;SP;ASTRO REI;TM;Pureza, Qualidade;Tradicional
IND. DE PRODS. ALIM. SOLDERA LTDA;SP;ASTRO REI;GR;Pureza, Qualidade;Superior
IND. DE PRODS. ALIM. SOLDERA LTDA;SP;KUARA;TM;Pureza, Qualidade;Tradicional
IND. DE PRODS. ALIM. SOLDERA LTDA;SP;SOL BRILHANTE;TM;Pureza, Qualidade;Tradicional
IND. E COM DE CAFE D CARMO LTDA - ME;MT;D CARMO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
IND. E COM DE CAFE D CARMO LTDA - ME;MT;VALE DO ARINOS;TM;Pureza, Qualidade;Tradicional
IND. E COM. CAFE FLORESTA S/A.;SP;FLORESTA ESPRESSO GRAO;GR;Pureza, Qualidade;Superior
IND. E COM. CAFE FLORESTA S/A.;SP;FLORESTA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
IND. E COM. CAFE FLORESTA S/A.;SP;FLORESTA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
IND. E COM. CAFE OURO VERDE LTDA.;PE;CRUZEIRO DO SUL TRADICIONAL;TM;Pureza, Qualidade;Tradicional
IND. E COM. CAFE OURO VERDE LTDA.;PE;GRAO VERDE EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
IND. E COM. CAFE OURO VERDE LTDA.;PE;GRAO VERDE TRADICIONAL;TM;Pureza, Qualidade;Tradicional
IND. E COM. CAFE OURO VERDE LTDA.;PE;OURO VERDE DESCAFEINADO;TM;Pureza, Qualidade;Tradicional
IND. E COM. CAFE OURO VERDE LTDA.;PE;OURO VERDE PREMIUM;TM;Pureza, Qualidade;Tradicional
IND. E COM. CAFE OURO VERDE LTDA.;PE;OURO VERDE TRADICIONAL;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE ALIMS. IBITIRA LTDA.;PR;BARROCO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE ACUCENA LTDA.;BA;DOCURA;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE CEREAIS SAO LUIZ LTDA.;RO;OUROESTE TRADICIONAL;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE CURUCA LTDA.;SP;CURUCA EM GRAOS;GR;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE CURUCA LTDA.;SP;CURUCA ESPRESSO;GR;Pureza, Qualidade;Superior
IND. E COM. DE CAFE CURUCA LTDA.;SP;CURUCA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
IND. E COM. DE CAFE CURUCA LTDA.;SP;CURUCA EXTRA FORTE ESPECIAL;TM;Pureza, Qualidade;Extraforte
IND. E COM. DE CAFE CURUCA LTDA.;SP;CURUCA SAFRA ESPECIAL;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE CURUCA LTDA.;SP;CURUCA SPECIALE;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE CURUCA LTDA.;SP;CURUCA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE CURUCA LTDA.;SP;CURUCA TRADICIONAL ESPECIAL;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE CURUCA LTDA.;SP;LARANJAL;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE CURUCA LTDA.;SP;MAIS IDEAL;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE DONA IRIS LTDA;MG;CERTEIRO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE DONA IRIS LTDA;MG;DO CARLIM;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE DONA IRIS LTDA;MG;DO LULA;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE DONA IRIS LTDA;MG;DONA IRIS;GR;Pureza, Qualidade;Extraforte
IND. E COM. DE CAFE DONA IRIS LTDA;MG;DONA IRIS;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE DONA IRIS LTDA;MG;DONA IRIS EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
IND. E COM. DE CAFE DONA IRIS LTDA;MG;SUPERBOC;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE FLOR DA CHAPADA LTDA;BA;FLOR DA CHAPADA;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE FLOR DA CHAPADA LTDA;BA;FLOR DA CHAPADA;TM;Pureza, Qualidade;Extraforte
IND. E COM. DE CAFE FLOR DA CHAPADA LTDA;BA;FLOR DA CHAPADA GOURMET;TM;Pureza, Qualidade;Gourmet
IND. E COM. DE CAFE FLOR DA CHAPADA LTDA;BA;FLOR DA CHAPADA SUPERIOR;TM;Pureza, Qualidade;Superior
IND. E COM. DE CAFE FLOR DA CHAPADA LTDA;BA;SAGRADO;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE GEMA DE MINAS LTDA.;MG;CAPELINHA;TM;Pureza, Qualidade;Extraforte
IND. E COM. DE CAFE GEMA DE MINAS LTDA.;MG;GEMA DE MINAS EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
IND. E COM. DE CAFE GEMA DE MINAS LTDA.;MG;GEMA DE MINAS TRADICIONAL;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE IMPERIAL LTDA.;GO;IMPERIAL;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE IMPERIAL LTDA.;GO;ROCHEDO;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE JULIANA LTDA.;PR;FAXINAL;TM;Pureza, Qualidade;Extraforte
IND. E COM. DE CAFE JULIANA LTDA.;PR;JULIANA;TM;Pureza, Qualidade;Superior
IND. E COM. DE CAFE JULIANA LTDA.;PR;JULIANA EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
IND. E COM. DE CAFE JULIANA LTDA.;PR;JULIANA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE OURO BRASILEIRO LTDA.;SP;FREDERICO;GR;Pureza, Qualidade;Superior
IND. E COM. DE CAFE OURO BRASILEIRO LTDA.;SP;FREDERICO;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE OURO BRASILEIRO LTDA.;SP;OURO BRASILEIRO;GR;Pureza, Qualidade;Superior
IND. E COM. DE CAFE OURO BRASILEIRO LTDA.;SP;OURO BRASILEIRO;GR;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE OURO BRASILEIRO LTDA.;SP;OURO BRASILEIRO;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE PINGA FOGO LTDA.;BA;PINGA FOGO;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE PINGA FOGO LTDA.;BA;PINGA FOGO EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
IND. E COM. DE CAFE SABORES DO BRASIL LTDA;GO;DO LAR FELIZ;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE SABORES DO BRASIL LTDA;GO;DO LAR FELIZ;TM;Pureza, Qualidade;Superior
IND. E COM. DE CAFE SABORES DO BRASIL LTDA;GO;FAZENDAO EXTRA FORTE;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE SABORES DO BRASIL LTDA;GO;SABOR A MAIS EXTRAFORTE;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE SABORES DO BRASIL LTDA;GO;SABOR A MAIS TRADICIONAL;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE SABORES DO BRASIL LTDA;GO;SABOR DO BRASIL;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE SABORES DO BRASIL LTDA;GO;TRES RANCHOS;TM;Pureza, Qualidade;Superior
IND. E COM. DE CAFE SABORES DO BRASIL LTDA;GO;TRES RANCHOS ESPRESSO SUPERIOR;GR;Pureza, Qualidade;Superior
IND. E COM. DE CAFE SABORES DO BRASIL LTDA;GO;TRES RANCHOS GOURMET;TM;Pureza, Qualidade;Gourmet
IND. E COM. DE CAFE SACY LTDA.;RO;MIRIM EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
IND. E COM. DE CAFE SERRA ALTA LTDA.;PR;LAGUNA;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CAFE SERRA ALTA LTDA.;PR;SERRA ALTA;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CEREAIS MARQUES LTDA.;MG;DU CAPIAU EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
IND. E COM. DE CEREAIS MARQUES LTDA.;MG;DU CAPIAU TRADICIONAL;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CEREAIS MARQUES LTDA.;MG;MARQUES DA COSTA CINCO ESTRELAS GOURMET GRAOS;GR;Pureza, Qualidade;Gourmet
IND. E COM. DE CEREAIS MARQUES LTDA.;MG;MARQUES DA COSTA CINCO ESTRELAS TRADICIONAL GRAOS MOIDOS;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CEREAIS MARQUES LTDA.;MG;MARQUES DA COSTA DO GALO GOURMET GRAOS;GR;Pureza, Qualidade;Gourmet
IND. E COM. DE CEREAIS MARQUES LTDA.;MG;MARQUES DA COSTA DO GALO TRADICIONAL GRAOS MOIDOS;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE CEREAIS MARQUES LTDA.;MG;MARQUES DA COSTA ESPRESSO PREMIUM;GR;Pureza, Qualidade;Superior
IND. E COM. DE CEREAIS MARQUES LTDA.;MG;MARQUES DA COSTA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
IND. E COM. DE CEREAIS MARQUES LTDA.;MG;MARQUES DA COSTA GOURMET;TM;Pureza, Qualidade;Gourmet
IND. E COM. DE CEREAIS MARQUES LTDA.;MG;MARQUES DA COSTA GOURMET;GR;Pureza, Qualidade;Gourmet
IND. E COM. DE CEREAIS MARQUES LTDA.;MG;MARQUES DA COSTA PREMIUM;TM;Pureza, Qualidade;Superior
IND. E COM. DE CEREAIS MARQUES LTDA.;MG;MARQUES DA COSTA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE TORREF. DE CAFE JANDAIA LTDA.;PR;CANCAO EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
IND. E COM. DE TORREF. DE CAFE JANDAIA LTDA.;PR;FAVARO EXPRESSO;GR;Pureza, Qualidade;Gourmet
IND. E COM. DE TORREF. DE CAFE JANDAIA LTDA.;PR;FAZENDA UBATUBA;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE TORREF. DE CAFE JANDAIA LTDA.;PR;JANDAIA;GR;Pureza, Qualidade;Superior
IND. E COM. DE TORREF. DE CAFE JANDAIA LTDA.;PR;JANDAIA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
IND. E COM. DE TORREF. DE CAFE JANDAIA LTDA.;PR;LONDRINENSE  TRADICIONAL;TM;Pureza, Qualidade;Tradicional
IND. E COM. DE TORREF. DE CAFE JANDAIA LTDA.;PR;PIQUIRI;TM;Pureza, Qualidade;Extraforte
IND. E COM. DONA FLOR LTDA;BA;VERGATO;GR;Pureza, Qualidade;Gourmet
IND. E COM. DONA FLOR LTDA;BA;VERGATO;TM;Pureza, Qualidade;Gourmet
IND. E COM. DONA FLOR LTDA;BA;VERGATO EM GRAOS PARA EXPRESSO;GR;Pureza, Qualidade;Superior
IND. E COM. ESTRELA DALVA LTDA.;GO;ESTRELA DALVA;TM;Pureza, Qualidade;Tradicional
IND. E COM. ESTRELA DALVA LTDA.;GO;FORMOSA;TM;Pureza, Qualidade;Extraforte
IND. E COM. ESTRELA DALVA LTDA.;GO;ITIQUIRA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
IND. E COM. ESTRELA DALVA LTDA.;GO;ITIQUIRA TIPO EXPORTACAO;TM;Pureza, Qualidade;Tradicional
IND. E COM. VILLA CAFE LTDA;MG;VILLA CAFE;GR;Pureza, Qualidade;Gourmet
IND. E COM. VILLA CAFE LTDA;MG;VILLA CAFE GOURMET;TM;Pureza, Qualidade;Gourmet
INDL. E COML. RI LTDA.;RO;JAPURA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
INDL. E COML. RI LTDA.;RO;RIO NEGRO EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
INDS. ALIMENTS. MARATA LTDA.;SE;MARATA;TM;Pureza, Qualidade;Tradicional
INDS. ALIMENTS. MARATA LTDA.;SE;MARATA DESCAFEINADO;TM;Pureza, Qualidade;Superior
INDS. ALIMENTS. MARATA LTDA.;SE;MARATA PREMIUM;TM;Pureza, Qualidade;Superior
INDS. ALIMENTS. MARATA LTDA.;SE;PURO;TM;Pureza, Qualidade;Tradicional
INDS. PROD. ALIM. CAFE CAMPINHO LTDA;MG;MARIA BONITA SUPERIOR;TM;Pureza, Qualidade;Superior
INDS. REUNIDAS CORINGA LTDA.;AL;CORINGA;TM;Pureza, Qualidade;Tradicional
INDS. REUNIDAS CORINGA LTDA.;AL;CORINGA KENT;TM;Pureza, Qualidade;Tradicional
INDS. REUNIDAS CORINGA LTDA.;AL;CORINGA PLUS;TM;Pureza, Qualidade;Tradicional
INDS. REUNIDAS CORINGA LTDA.;AL;CORINGA SUPER;TM;Pureza, Qualidade;Tradicional
INDUSTRIA E COMERCIO DE ALIMENTOS VO ITA LTDA;PB;PAI VOVO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
INTERCOFFEE COM. E IND. LTDA.;SP;AMERICA ESPRESSO GOURMET EM GRAOS;GR;Pureza, Qualidade;Gourmet
INTERCOFFEE COM. E IND. LTDA.;SP;AMERICA ESPRESSO PREMIUM EM GRAOS;GR;Pureza, Qualidade;Superior
INTERCOFFEE COM. E IND. LTDA.;SP;AMERICA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
INTERCOFFEE COM. E IND. LTDA.;SP;AMERICA GOURMET;CAP;Pureza, Qualidade;Intensidade 7
INTERCOFFEE COM. E IND. LTDA.;SP;AMERICA GOURMET;TM;Pureza, Qualidade;Gourmet
INTERCOFFEE COM. E IND. LTDA.;SP;AMERICA PREMIUM;TM;Pureza, Qualidade;Superior
INTERCOFFEE COM. E IND. LTDA.;SP;AMERICA RISTRETTO;CAP;Pureza, Qualidade;Intensidade 10
INTERCOFFEE COM. E IND. LTDA.;SP;AMERICA RISTRETTO;GR;Pureza, Qualidade;Superior
INTERCOFFEE COM. E IND. LTDA.;SP;AMERICA SUAVE;CAP;Pureza, Qualidade;Intensidade 5
INTERCOFFEE COM. E IND. LTDA.;SP;AMERICA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
INTERCOFFEE COM. E IND. LTDA.;SP;AMERICA VENDING;GR;Pureza, Qualidade;Superior
INTERCOFFEE COM. E IND. LTDA.;SP;BEVACAFFE;GR;Pureza, Qualidade;Tradicional
INTERCOFFEE COM. E IND. LTDA.;SP;PROFETA ESPRESSO EM GRAOS;GR;Pureza, Qualidade;Tradicional
INTERCOFFEE COM. E IND. LTDA.;SP;PROFETA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
IPAM IND. DE PRODUTOS ALIMENTS. MOENDA LTDA;BA;JITAUNA;TM;Pureza, Qualidade;Tradicional
IPAM IND. DE PRODUTOS ALIMENTS. MOENDA LTDA;BA;MASCOTE;TM;Pureza, Qualidade;Tradicional
IRMAOS CARNEIRO LTDA.;SP;CARNEIRO ESPRESSO;GR;Pureza, Qualidade;Superior
IRMAOS CARNEIRO LTDA.;SP;CARNEIRO EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
IRMAOS CARNEIRO LTDA.;SP;CARNEIRO RESERVA ESPECIAL SUL DE MINAS;TM;Pureza, Qualidade;Gourmet
IRMAOS CARNEIRO LTDA.;SP;CARNEIRO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
IRMAOS CARNEIRO LTDA.;SP;ITAPEVA;TM;Pureza, Qualidade;Tradicional
IRMAOS CARNEIRO LTDA.;SP;ITAPEVA EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
IRMAOS KUHL LTDA.;SP;DISTAK;TM;Pureza, Qualidade;Tradicional
IRMAOS KUHL LTDA.;SP;DISTAK;GR;Pureza, Qualidade;Superior
IRMAOS KUHL LTDA.;SP;KUHL;TM;Pureza, Qualidade;Tradicional
IRMAOS KUHL LTDA.;SP;KUHL EXPRESSO GOURMET;GR;Pureza, Qualidade;Gourmet
IRMAOS KUHL LTDA.;SP;KUHL EXPRESSO SUPERIOR;GR;Pureza, Qualidade;Superior
IRMAOS KUHL LTDA.;SP;KUHL PARA MOINHO - TORRADO E MOIDO NA HORA;TM;Pureza, Qualidade;Superior
IRMAOS KUHL LTDA.;SP;KUHL PARA MOINHO - TORRADO EM GRAO;GR;Pureza, Qualidade;Superior
IRMAOS OLIVEIRA LTDA.;SP;RINDAL;TM;Pureza, Qualidade;Tradicional
IRMAOS OLIVEIRA LTDA.;SP;RINDAL;GR;Pureza, Qualidade;Tradicional
J  BRITO  CIA LTDA;RN;ITANS;TM;Pureza, Qualidade;Tradicional
J  BRITO  CIA LTDA;RN;SERIDO;TM;Pureza, Qualidade;Tradicional
J. R. COM. E EXP. DE CAFE LTDA.;BA;BRUMADO;TM;Pureza, Qualidade;Tradicional
J. R. COM. E EXP. DE CAFE LTDA.;BA;DO VELHO;TM;Pureza, Qualidade;Tradicional
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;BOM TAI EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;CABOCLO EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;CABOCLO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;CASA PILAO;GR;Pureza, Qualidade;Gourmet
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;DAMASCO ESPRESSO;GR;Pureza, Qualidade;Superior
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;DAMASCO EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;DAMASCO EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;DAMASCO INTENSO;TM;Pureza, Qualidade;Tradicional
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;DAMASCO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;DO PONTO CAFETERIE;GR;Pureza, Qualidade;Gourmet
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;DO PONTO CERRADO MINEIRO;GR;Pureza, Qualidade;Gourmet
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;DO PONTO DESCAFEINADO;GR;Pureza, Qualidade;Gourmet
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;DO PONTO ESPRESSO TORRADO EM GRAOS;GR;Pureza, Qualidade;Superior
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;DO PONTO EXPORTACAO;TM;Pureza, Qualidade;Superior
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;DO PONTO EXTRAFORTE;TM;Pureza, Qualidade;Tradicional
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;DO PONTO MOGIANA;GR;Pureza, Qualidade;Gourmet
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;DO PONTO SAFRA ESPECIAL;TM;Pureza, Qualidade;Superior
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;DO PONTO SUL DE MINAS;GR;Pureza, Qualidade;Gourmet
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;DO PONTO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;L OR DELICADO;TM;Pureza, Qualidade;Gourmet
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;L OR EQUILIBRADO;TM;Pureza, Qualidade;Gourmet
